date,likeCount,retweetCount,replyCount,source
2024-02-20 06:15:16+00:00,"Officially a T-Mobile fan account now, idc. #TMobile",32356,2210,130,Twitter Web App
2015-03-27 07:54:34+00:00,"@TMobileHelp Had doubts before switching, now I'm wondering why I waited so long. #TMobile",4441,1041,110,Twitter Web App
2016-02-12 07:26:36+00:00,@TMobileHelp My data loading faster than my brain at this point.,53014,2403,252,Twitter for iPhone
2015-04-17 10:39:38+00:00,@TMobileBusiness Considering international add-on for upcoming travel.,34943,1985,169,Twitter for iPhone
2015-01-29 00:04:13+00:00,"@TMobileHelp Speed test later maybe, no urgency. #TMobile",10410,2390,304,Twitter for iPhone
2021-10-11 12:31:47+00:00,Watching TikToks instantly load is my new personality trait. #T-Mobile,8314,2435,15,Twitter for iPhone
2021-09-30 14:27:38+00:00,@TMobile Coverage map says 5G here but I’ll test later. #TMobile,46074,1868,68,Twitter for Android
2023-06-10 12:19:32+00:00,"@TMobile There’s fast, and then there’s T-Mobile 5G fast. #TMobile",36099,1786,62,Twitter for Android
2018-08-30 08:54:27+00:00,@TMobile Finally watching YouTube without 4 buffering pauses per minute. #T-Mobile,15568,1411,146,Twitter for iPhone
2019-02-11 17:53:51+00:00,@TMobileBusiness Coverage? ✅ Speed? ✅ Price? ✅ Customer care? ✅ We love balance. #T-Mobile,52621,1767,317,Twitter for Android
2023-12-11 15:33:57+00:00,@TMobileHelp Looking at my data usage like ‘interesting.’,40330,89,54,Twitter for Android
2024-02-04 19:55:29+00:00,"@TMobileBusiness Officially a T-Mobile fan account now, idc. #T-Mobile",5550,380,117,Twitter Web App
2017-05-23 22:28:52+00:00,@TMobile T-Mobile data refusing to participate in society. #T-Mobile,4272,2196,269,Twitter for Android
2025-03-03 18:40:02+00:00,Service so good I thought I was on WiFi 😭 #T-Mobile,55140,1342,73,Twitter for Android
2019-09-17 02:55:07+00:00,@TMobileBusiness T-Mobile fixing problems I didn’t even know I had. #TMobile,19096,291,76,Twitter for iPhone
2019-07-02 22:16:48+00:00,@TMobileBusiness Can we talk about how fast T-Mobile improved? Night and day difference. #TMobile,1130,599,86,Twitter Web App
2016-08-15 03:56:45+00:00,@TMobile TMobile app opened. I saw numbers. I moved on. #T-Mobile,1208,895,305,Twitter for iPhone
2025-03-09 22:48:29+00:00,"@TMobileBusiness TMobile bill just hit, looks normal. #TMobile",1850,1933,1,Twitter for Android
2021-02-16 04:15:28+00:00,@TMobile Coverage? ✅ Speed? ✅ Price? ✅ Customer care? ✅ We love balance.,23112,309,107,Twitter for iPhone
2025-01-13 14:24:36+00:00,"TMobile behaving today, appreciate that. #T-Mobile",37021,174,191,Twitter for iPhone
2017-12-14 15:01:30+00:00,@TMobileHelp My phone service used to stress me out… now it just works. Thank you TMobile. #TMobile,16999,1208,189,Twitter Web App
2020-02-20 03:43:59+00:00,@TMobileHelp I used to ration data… now I stream in 4K on cellular like a menace. #T-Mobile,6430,1588,312,Twitter Web App
2016-06-15 04:54:05+00:00,"@TMobileBusiness TMobile reminder text received, mentally noted. #T-Mobile",17783,210,215,Twitter Web App
2021-09-29 06:15:24+00:00,"@TMobileHelp Honestly blown away by the 5G speeds today, feels unreal!",53120,676,219,Twitter Web App
2022-01-21 17:50:36+00:00,"@TMobile TMobile bill just hit, looks normal. #TMobile",26298,180,27,Twitter for iPhone
2016-05-28 15:47:01+00:00,@TMobileBusiness The buffering circle is my sleep paralysis demon. #TMobile,2885,579,62,Twitter for Android
2024-08-17 21:50:24+00:00,@TMobileHelp My phone service used to stress me out… now it just works. Thank you TMobile. #T-Mobile,1798,2182,105,Twitter Web App
2022-08-20 07:34:46+00:00,@TMobileHelp T-Mobile data refusing to participate in society. #TMobile,38424,1840,285,Twitter for iPhone
2020-11-02 10:18:15+00:00,"@TMobileBusiness Not judging, just observing coverage bars.",50743,588,275,Twitter Web App
2025-04-22 22:59:09+00:00,@TMobileBusiness Data speeds slower than plot development in a Netflix filler episode.,5463,1362,12,Twitter for Android
2022-07-31 08:17:44+00:00,@TMobileHelp Considering international add-on for upcoming travel.,36858,1686,133,Twitter Web App
2018-05-16 20:22:33+00:00,"@TMobileHelp Bill paid automatically, love that for me. #T-Mobile",46554,247,307,Twitter for iPhone
2023-03-30 18:36:41+00:00,@TMobileBusiness Airport WiFi is officially useless to me now. TMobile is faster. #T-Mobile,18089,465,251,Twitter Web App
2019-02-27 14:46:59+00:00,@TMobile Thinking about upgrading but still comparing plans. #T-Mobile,15782,1313,109,Twitter Web App
2017-11-13 02:16:54+00:00,"@TMobileHelp I livestreamed an entire concert on T-Mobile data, not a single lag spike.",14887,183,144,Twitter for Android
2018-11-20 11:25:28+00:00,Why is TMobile faster in the woods than my home WiFi 😭,8300,1254,268,Twitter for Android
2015-08-09 10:20:46+00:00,Phone works. Bill paid. No drama. Nice. #T-Mobile,12294,1740,104,Twitter Web App
2018-03-27 23:17:56+00:00,From signal dead zones to 5G everywhere… the glow up is real. #T-Mobile,3308,594,154,Twitter Web App
2016-10-13 01:48:19+00:00,"@TMobileBusiness I miss when dropping calls was rare, not a lifestyle. #TMobile",3195,1025,179,Twitter for Android
2020-02-24 13:52:32+00:00,@TMobileHelp TMobile or WiFi calling today? Undecided.,33588,755,208,Twitter for Android
2024-01-11 11:40:08+00:00,@TMobileBusiness Nothing humbles you like trying to load Google Maps and getting dial-up flashbacks. #TMobile,28267,605,153,Twitter Web App
2017-03-20 10:58:20+00:00,@TMobile Coverage map says 5G here but I’ll test later. #T-Mobile,33306,1005,258,Twitter for Android
2024-02-17 07:32:33+00:00,@TMobileHelp I refreshed Twitter 10 times just to post this complaint 😭 #TMobile,44669,780,80,Twitter for iPhone
2022-08-10 17:10:11+00:00,At this point my signal needs therapy.,53842,1827,177,Twitter for Android
2019-04-26 09:05:38+00:00,"@TMobileHelp T-Mobile store employee walked me through everything, elite customer care. #T-Mobile",48194,1863,18,Twitter for Android
2025-03-25 22:59:51+00:00,@TMobileHelp Thinking about upgrading but still comparing plans. #T-Mobile,17251,819,65,Twitter Web App
2024-11-29 03:20:19+00:00,@TMobile Download speeds just hit 700mbps... T-Mobile cooking fr. #T-Mobile,20419,1440,247,Twitter for iPhone
2019-12-21 12:43:25+00:00,@TMobileHelp I refreshed Twitter 10 times just to post this complaint 😭,13781,1537,42,Twitter for iPhone
2019-07-19 12:15:31+00:00,"@TMobile Big 'paid less, got more' energy from TMobile and I love that for me. #TMobile",13141,691,110,Twitter for Android
2025-09-27 08:38:58+00:00,Can we talk about how fast T-Mobile improved? Night and day difference. #T-Mobile,29196,1113,154,Twitter for Android
2019-02-06 21:33:36+00:00,"@TMobile Insane coverage even in the middle of nowhere, respect. #T-Mobile",13542,2345,206,Twitter for Android
2023-03-15 16:42:36+00:00,@TMobile Nothing humbles you like trying to load Google Maps and getting dial-up flashbacks. #T-Mobile,36681,1152,148,Twitter for iPhone
2021-11-22 10:42:15+00:00,@TMobileHelp Monthly payment ✅ Service exists ✅ That’s all I check.,15919,153,191,Twitter Web App
2019-04-28 14:25:32+00:00,@TMobile Went on a road trip through 3 states and never lost reception once. Impressive. #T-Mobile,48115,612,158,Twitter for Android
2018-10-19 04:38:15+00:00,@TMobile I just said 'wow' out loud at a speed test result. TMobile exceeding expectations.,39841,210,247,Twitter Web App
2016-04-18 13:16:22+00:00,@TMobileHelp Service is service. Carry on. #TMobile,19254,1555,114,Twitter for Android
2018-11-04 04:32:29+00:00,@TMobile TMobile support answered faster than my friends do. #T-Mobile,42982,702,233,Twitter Web App
2017-11-16 16:10:49+00:00,@TMobileHelp Network so unstable it's giving dramatic plot twists. #TMobile,22456,1131,69,Twitter for iPhone
2019-08-06 08:18:33+00:00,"@TMobile T-Mobile behaving today, appreciate that.",35604,481,181,Twitter Web App
2022-06-04 16:01:15+00:00,"@TMobileHelp 5 bars, 0 function. A tragic story in 4 words. #TMobile",29889,395,168,Twitter Web App
2021-09-20 21:46:12+00:00,"@TMobileBusiness My phone has hope, but the network doesn't. #T-Mobile",47119,2333,125,Twitter for Android
2022-08-27 11:48:41+00:00,"@TMobile T-Mobile store employee walked me through everything, elite customer care. #TMobile",4376,1153,145,Twitter Web App
2018-05-31 17:04:05+00:00,@TMobile If loading screens were a personality trait. #TMobile,26845,80,241,Twitter Web App
2023-09-07 03:58:05+00:00,@TMobile From signal dead zones to 5G everywhere… the glow up is real. #T-Mobile,25507,992,256,Twitter for Android
2023-07-30 09:36:30+00:00,@TMobileBusiness Not to be dramatic but T-Mobile 5G kind of changed my life. #TMobile,9063,1089,217,Twitter for Android
2025-10-15 16:52:29+00:00,@TMobileHelp Phone service functioning as intended today.,38689,1618,118,Twitter for iPhone
2022-03-30 12:24:33+00:00,"@TMobileHelp Insane coverage even in the middle of nowhere, respect. #TMobile",11558,395,212,Twitter for Android
2024-03-29 07:09:24+00:00,T-Mobile why my 5G acting like 2G with confidence? #TMobile,38481,112,147,Twitter Web App
2020-04-10 14:04:41+00:00,@TMobile Not sure if it's congestion or emotional damage at this point. #T-Mobile,37774,990,167,Twitter for Android
2018-12-03 00:39:14+00:00,@TMobile T-Mobile understood the assignment and did the extra credit.,3155,475,73,Twitter Web App
2019-12-06 12:41:21+00:00,"@TMobile Coverage is coverage, nothing wild to report. #TMobile",50717,1218,62,Twitter Web App
2021-05-14 15:47:53+00:00,My data loading faster than my brain at this point. #TMobile,32771,233,117,Twitter for iPhone
2022-12-26 07:53:46+00:00,T-Mobile or WiFi calling today? Undecided.,35595,2288,170,Twitter for iPhone
2015-01-06 07:45:09+00:00,"@TMobileBusiness TMobile reminder text received, mentally noted. #TMobile",25275,780,35,Twitter for iPhone
2021-06-17 21:01:02+00:00,@TMobileBusiness T-Mobile understood the assignment and did the extra credit.,52175,255,287,Twitter Web App
2025-10-18 07:44:56+00:00,"I don't tweet much but TMobile deserves the praise, this service is crazy good. #TMobile",46094,544,132,Twitter for Android
2025-07-15 09:35:54+00:00,@TMobileBusiness T-Mobile data refusing to participate in society. #TMobile,17924,1202,269,Twitter for Android
2015-11-12 19:22:44+00:00,@TMobileHelp 5G so strong it should pay rent on my phone. #TMobile,23369,2188,129,Twitter for Android
2025-06-03 01:36:04+00:00,"@TMobileHelp No complaints, no praise, just vibes.",30954,666,6,Twitter for iPhone
2018-11-01 21:50:51+00:00,Waiting for a reason to upgrade honestly. #TMobile,26403,920,115,Twitter for Android
2023-12-17 09:37:07+00:00,@TMobileHelp Phone works. Bill paid. No drama. Nice. #TMobile,36674,1082,168,Twitter for Android
2017-08-25 09:12:45+00:00,@TMobileHelp I just said 'wow' out loud at a speed test result. TMobile exceeding expectations. #T-Mobile,54244,1544,304,Twitter Web App
2016-10-16 10:55:12+00:00,@TMobile Shoutout to auto-pay for doing the heavy lifting. #T-Mobile,56125,1531,173,Twitter Web App
2016-11-08 01:17:42+00:00,"@TMobileBusiness Not switching, not hyping. Just existing.",8428,1322,214,Twitter for Android
2024-08-21 05:03:49+00:00,"@TMobile Had an issue, tweeted at support, got a fix in minutes. 10/10 experience. #TMobile",28010,720,61,Twitter Web App
2020-04-24 08:02:10+00:00,"@TMobile No dropped calls, no buffering, no drama. Just service. Finally.",26726,167,290,Twitter for iPhone
2019-04-10 14:33:31+00:00,Phone service functioning as intended today. #TMobile,13511,1269,110,Twitter Web App
2018-10-30 22:37:44+00:00,@TMobileBusiness No major updates from TMobile today.,17470,1517,79,Twitter for Android
2018-02-20 19:40:48+00:00,"@TMobileHelp T-Mobile bill just hit, looks normal. #TMobile",32999,1042,153,Twitter for Android
2018-03-08 14:36:42+00:00,"I don't tweet much but T-Mobile deserves the praise, this service is crazy good. #TMobile",37583,72,63,Twitter Web App
2021-09-20 19:22:10+00:00,@TMobileHelp My data plans have trust issues after this week. #TMobile,7359,10,88,Twitter for iPhone
2015-07-12 01:18:03+00:00,"@TMobileBusiness T-Mobile store employee walked me through everything, elite customer care.",50289,1197,188,Twitter for Android
2018-02-13 04:19:12+00:00,Considering international add-on for upcoming travel.,8885,2162,121,Twitter for Android
2023-11-24 19:27:31+00:00,@TMobileBusiness The 5G UC icon might be the most beautiful thing I've ever seen on my phone. #T-Mobile,40342,1795,11,Twitter for Android
2015-05-04 19:53:43+00:00,"@TMobileBusiness T-Mobile in my city is unbeatable right now, others gotta catch up. #TMobile",5388,216,50,Twitter for iPhone
2017-01-31 05:57:29+00:00,Support transfer #6 and I still have no answers.,30130,2074,231,Twitter for Android
2018-05-19 10:12:29+00:00,"@TMobileHelp No dropped calls, no buffering, no drama. Just service. Finally. #TMobile",14389,935,309,Twitter for iPhone
2024-10-26 05:58:12+00:00,@TMobile I’m starting to think I pay my bill out of charity at this point.,52545,826,6,Twitter for Android
2018-04-11 12:24:07+00:00,"My phone has hope, but the network doesn't. #T-Mobile",42571,694,159,Twitter Web App
2015-08-21 03:10:29+00:00,"@TMobileBusiness T-Mobile store employee walked me through everything, elite customer care. #T-Mobile",11902,476,83,Twitter Web App
2017-07-05 12:13:58+00:00,"@TMobile I miss when dropping calls was rare, not a lifestyle.",45760,865,279,Twitter for Android
2016-10-26 22:05:59+00:00,@TMobile Network so unstable it's giving dramatic plot twists. #TMobile,41366,828,196,Twitter Web App
2020-11-16 13:32:49+00:00,"@TMobileBusiness Switch was seamless, pricing fair, service elite. Big win. #T-Mobile",4590,2,174,Twitter Web App
2015-10-03 21:38:09+00:00,@TMobileBusiness Another month of phone service achieved. #T-Mobile,29947,2280,140,Twitter Web App
2020-06-27 19:51:00+00:00,@TMobileHelp From signal dead zones to 5G everywhere… the glow up is real. #T-Mobile,49500,1025,202,Twitter for iPhone
2018-03-03 18:11:50+00:00,"@TMobileHelp Insane coverage even in the middle of nowhere, respect.",20946,399,156,Twitter for Android
2016-04-21 17:42:08+00:00,@TMobileBusiness Can we talk about how fast T-Mobile improved? Night and day difference. #T-Mobile,36084,2029,129,Twitter for Android
2023-11-30 15:31:04+00:00,T-Mobile app opened. I saw numbers. I moved on. #TMobile,13542,1288,264,Twitter Web App
2023-06-29 07:38:33+00:00,@TMobileHelp Switched to TMobile and haven’t regretted it one bit.,31154,1170,137,Twitter for iPhone
2022-05-02 07:35:03+00:00,@TMobile T-Mobile app opened. I saw numbers. I moved on. #T-Mobile,24211,1638,303,Twitter for iPhone
2016-06-16 21:14:52+00:00,@TMobileBusiness Customer support being kind AND helpful? We love to see it.,14118,75,76,Twitter for Android
2016-05-09 04:55:48+00:00,@TMobileHelp T-Mobile really said 'let’s actually take care of our customers' and meant it. #T-Mobile,15701,1214,152,Twitter Web App
2023-07-08 13:00:13+00:00,"@TMobileHelp TMobile in my city is unbeatable right now, others gotta catch up.",33888,2247,155,Twitter Web App
2025-06-25 07:30:45+00:00,@TMobile Airport WiFi is officially useless to me now. T-Mobile is faster. #T-Mobile,40558,215,296,Twitter Web App
2023-09-06 03:39:01+00:00,My data loading faster than my brain at this point. #T-Mobile,8345,663,223,Twitter Web App
2020-06-29 21:29:47+00:00,Watching TikToks instantly load is my new personality trait.,17793,616,10,Twitter for iPhone
2022-02-23 11:00:51+00:00,@TMobileBusiness From signal dead zones to 5G everywhere… the glow up is real. #T-Mobile,23502,1178,102,Twitter for Android
2023-06-29 11:46:55+00:00,@TMobile One day I’ll have stable internet. Today is not that day. #T-Mobile,43456,1484,231,Twitter for iPhone
2025-01-28 08:09:41+00:00,I can make calls in places I didn't even know were *allowed* to have signal. #TMobile,5769,87,134,Twitter for Android
2023-09-08 15:49:15+00:00,@TMobile Wondering if roaming is still free internationally.,51980,59,262,Twitter Web App
2024-10-27 00:14:19+00:00,"@TMobile Might call support later, might not. #TMobile",4024,1270,49,Twitter for iPhone
2023-12-14 01:47:21+00:00,T-Mobile deserves credit where it’s due — network game STRONG.,53418,1811,259,Twitter for iPhone
2022-07-13 17:17:17+00:00,@TMobileBusiness One day I’ll have stable internet. Today is not that day.,24408,1562,253,Twitter for Android
2015-02-02 22:34:24+00:00,@TMobile The lack of coverage is personal now. #TMobile,4834,758,313,Twitter for iPhone
2016-08-27 22:37:05+00:00,@TMobileBusiness Switched my family plan and everyone noticed the difference instantly. #TMobile,22441,1610,296,Twitter for Android
2015-12-04 05:44:51+00:00,Hotspot carried my entire work day with zero issues. Zero.,11138,497,207,Twitter for Android
2016-11-02 21:14:26+00:00,"@TMobile Had doubts before switching, now I'm wondering why I waited so long.",49814,1889,213,Twitter for Android
2024-10-29 09:27:50+00:00,@TMobile Not to be dramatic but TMobile 5G kind of changed my life.,39953,1859,194,Twitter for Android
2018-05-11 19:37:39+00:00,@TMobile Average carrier experience so far.,2784,782,121,Twitter Web App
2016-10-10 12:56:53+00:00,"@TMobile Dropped calls build character, apparently.",10931,1840,57,Twitter Web App
2025-02-02 13:01:31+00:00,"Insane coverage even in the middle of nowhere, respect. #T-Mobile",46874,1106,246,Twitter for Android
2025-04-20 02:45:54+00:00,@TMobileBusiness TMobile app opened. I saw numbers. I moved on. #TMobile,10934,1523,51,Twitter for Android
2021-11-19 14:53:05+00:00,Support transfer #6 and I still have no answers. #T-Mobile,54196,1346,195,Twitter Web App
2020-04-27 17:19:10+00:00,Data usage lower than expected this month. #T-Mobile,56113,1685,269,Twitter for iPhone
2019-08-23 16:19:29+00:00,"@TMobileHelp TMobile behaving today, appreciate that. #TMobile",32399,905,100,Twitter Web App
2016-12-31 12:38:07+00:00,"@TMobile TMobile reminder text received, mentally noted. #TMobile",29508,311,296,Twitter for iPhone
2015-10-10 00:23:00+00:00,T-Mobile why my 5G acting like 2G with confidence?,12912,1281,229,Twitter for iPhone
2022-01-23 10:08:52+00:00,@TMobileHelp Switching to T-Mobile might be my smartest adult decision so far. #TMobile,11972,303,154,Twitter Web App
2024-10-31 08:22:27+00:00,"@TMobile Not switching, not hyping. Just existing.",51942,2291,163,Twitter for Android
2021-10-27 01:13:35+00:00,"@TMobileHelp Had an issue, tweeted at support, got a fix in minutes. 10/10 experience. #T-Mobile",41948,1070,9,Twitter for iPhone
2025-03-21 08:33:46+00:00,Service is service. Carry on. #TMobile,13386,95,53,Twitter for iPhone
2025-05-24 15:00:12+00:00,"@TMobileBusiness TMobile behaving today, appreciate that. #T-Mobile",53833,602,115,Twitter for iPhone
2015-02-17 07:51:07+00:00,"@TMobileHelp My phone has hope, but the network doesn't.",31241,94,36,Twitter Web App
2024-08-03 02:48:05+00:00,@TMobileBusiness Streaming on TMobile data is a game of chance. #TMobile,50179,1099,223,Twitter Web App
2024-10-19 02:40:21+00:00,Phone works. Bill paid. No drama. Nice. #TMobile,33053,600,9,Twitter Web App
2015-03-04 23:10:03+00:00,"@TMobileHelp T-Mobile in my city is unbeatable right now, others gotta catch up. #T-Mobile",14593,1719,248,Twitter for Android
2021-02-09 09:01:50+00:00,"@TMobile Dropped calls build character, apparently. #TMobile",18698,1484,242,Twitter for Android
2023-06-09 16:39:56+00:00,"@TMobileHelp Officially a TMobile fan account now, idc. #TMobile",44696,2003,81,Twitter for iPhone
2017-06-16 20:11:18+00:00,@TMobileHelp I have full bars but nothing loads… make it make sense TMobile.,33441,46,232,Twitter for Android
2023-10-26 19:51:18+00:00,T-Mobile data refusing to participate in society. #TMobile,48130,2026,57,Twitter for iPhone
2021-04-09 01:09:24+00:00,@TMobile Looking at my data usage like ‘interesting.’,14378,1087,317,Twitter Web App
2023-04-22 15:22:08+00:00,"@TMobile I don’t need 5G Ultra, I need 5G that works. #TMobile",33142,1506,174,Twitter for Android
2016-04-03 16:23:52+00:00,@TMobile Service so good I thought I was on WiFi 😭 #T-Mobile,37099,1982,66,Twitter for Android
2019-09-18 12:43:29+00:00,@TMobileBusiness Phone service functioning as intended today.,12642,1244,8,Twitter for iPhone
2022-07-12 01:52:56+00:00,@TMobileHelp Packet loss is my new cardio. #TMobile,53377,925,158,Twitter Web App
2015-04-12 20:12:27+00:00,@TMobileHelp Switching to T-Mobile might be my smartest adult decision so far. #T-Mobile,45276,2113,37,Twitter Web App
2017-09-03 14:54:29+00:00,"@TMobile Customer support actually solved my issue first try, rare W! #TMobile",45576,1250,299,Twitter for Android
2021-06-20 11:33:17+00:00,@TMobileHelp My data loading faster than my brain at this point. #TMobile,27169,1484,271,Twitter Web App
2021-09-18 08:18:09+00:00,@TMobileHelp The future is 5G and TMobile brought it early. #T-Mobile,26556,928,259,Twitter for Android
2020-07-30 00:54:11+00:00,@TMobile Can we talk about how fast T-Mobile improved? Night and day difference.,16907,1018,44,Twitter for iPhone
2019-12-24 02:55:29+00:00,"@TMobileBusiness My phone has hope, but the network doesn't. #TMobile",32450,1798,15,Twitter for iPhone
2016-04-04 17:18:23+00:00,@TMobileBusiness Phone works. Bill paid. No drama. Nice.,40752,1158,317,Twitter for Android
2022-02-08 02:59:56+00:00,Data transferring slower than generational trauma. #T-Mobile,44690,1508,63,Twitter for iPhone
2019-08-17 22:16:17+00:00,@TMobile Finally a carrier that actually improves instead of getting worse over time 🙌 #TMobile,46698,560,4,Twitter for iPhone
2015-10-19 11:40:04+00:00,Waiting for a reason to upgrade honestly. #T-Mobile,32737,1772,14,Twitter for Android
2021-09-07 01:54:42+00:00,@TMobile Another month of phone service achieved. #TMobile,40266,798,311,Twitter for iPhone
2022-08-28 22:39:22+00:00,@TMobileBusiness My data loading faster than my brain at this point. #TMobile,54655,288,145,Twitter for Android
2021-06-07 18:38:26+00:00,"Not judging, just observing coverage bars. #T-Mobile",10264,376,211,Twitter for iPhone
2017-01-23 21:22:33+00:00,@TMobile At this point carrier pigeons send data faster. #T-Mobile,3961,153,196,Twitter Web App
2025-04-08 09:54:55+00:00,@TMobileBusiness Looking at my data usage like ‘interesting.’,1061,465,3,Twitter for iPhone
2015-10-24 12:27:20+00:00,@TMobileBusiness Can we talk about how fast TMobile improved? Night and day difference. #T-Mobile,18029,702,48,Twitter Web App
2023-12-06 15:29:58+00:00,@TMobile TMobile really said 'let’s actually take care of our customers' and meant it.,32414,18,177,Twitter for iPhone
2024-06-06 12:20:11+00:00,@TMobileHelp Considering family plan math.,29839,769,111,Twitter for Android
2016-07-30 22:49:12+00:00,@TMobile Outages more common than my sleep schedule. #TMobile,33418,830,210,Twitter for iPhone
2022-12-06 11:33:46+00:00,@TMobileHelp No major updates from T-Mobile today.,7703,685,201,Twitter Web App
2018-08-30 01:38:59+00:00,@TMobileBusiness I have 5 bars but they’re decorative apparently.,29567,908,18,Twitter for iPhone
2023-09-16 02:13:20+00:00,@TMobileBusiness I just said 'wow' out loud at a speed test result. TMobile exceeding expectations.,26740,1268,87,Twitter for Android
2025-01-18 23:38:51+00:00,@TMobile Customer support giving me side quest energy. #TMobile,31113,2317,264,Twitter Web App
2015-12-04 14:27:47+00:00,"@TMobile 5 bars, 0 function. A tragic story in 4 words. #T-Mobile",4135,470,20,Twitter for iPhone
2024-12-24 16:05:01+00:00,"@TMobileBusiness No complaints, no praise, just vibes. #TMobile",32767,2339,305,Twitter Web App
2018-06-03 11:28:09+00:00,@TMobileBusiness Went on a road trip through 3 states and never lost reception once. Impressive. #TMobile,10486,1158,292,Twitter for iPhone
2024-05-07 09:02:15+00:00,@TMobileBusiness Watching TikToks instantly load is my new personality trait.,13755,757,110,Twitter Web App
2015-07-02 17:57:00+00:00,@TMobileBusiness Service so good I thought I was on WiFi 😭,37321,2095,317,Twitter for iPhone
2022-06-16 22:22:24+00:00,If loading screens were a personality trait. #T-Mobile,55504,24,49,Twitter for iPhone
2025-05-03 18:41:35+00:00,"@TMobileHelp Bill paid automatically, love that for me. #TMobile",9868,2092,15,Twitter Web App
2016-06-25 07:47:42+00:00,@TMobileHelp This network is playing hide and seek and I’m losing. #TMobile,39520,1258,112,Twitter Web App
2019-02-26 13:01:40+00:00,@TMobileHelp T-Mobile deserves credit where it’s due — network game STRONG.,45026,1341,254,Twitter Web App
2023-05-31 03:45:55+00:00,@TMobile Outages more common than my sleep schedule.,47807,655,295,Twitter Web App
2018-02-06 02:32:25+00:00,@TMobile Curious if 5G actually drains more battery.,54588,2295,170,Twitter for iPhone
2023-04-12 07:01:01+00:00,"@TMobileHelp Might switch plans, still deciding. #T-Mobile",27426,318,120,Twitter Web App
2025-03-27 15:13:48+00:00,@TMobile Customer support giving me side quest energy.,23212,913,152,Twitter Web App
2019-03-19 00:03:17+00:00,"@TMobileHelp I don't tweet much but T-Mobile deserves the praise, this service is crazy good. #TMobile",50241,1048,147,Twitter for iPhone
2016-04-15 08:57:46+00:00,"@TMobileHelp T-Mobile came in clutch, best carrier experience I’ve ever had.",43288,492,100,Twitter for iPhone
2016-11-18 14:25:49+00:00,@TMobile Watching TikToks instantly load is my new personality trait. #TMobile,17874,696,8,Twitter for iPhone
2016-11-27 20:00:39+00:00,@TMobileHelp Packet loss is my new cardio. #T-Mobile,21998,2013,8,Twitter for Android
2024-07-18 23:58:26+00:00,@TMobileBusiness I pay for 5G but receive thoughts and prayers instead. #T-Mobile,4786,254,226,Twitter Web App
2015-12-24 05:46:48+00:00,Shoutout to auto-pay for doing the heavy lifting.,25107,782,87,Twitter for Android
2021-04-19 21:39:48+00:00,@TMobile T-Mobile fixing problems I didn’t even know I had. #TMobile,30637,1382,47,Twitter Web App
2020-04-22 02:38:01+00:00,"@TMobile I don't tweet much but T-Mobile deserves the praise, this service is crazy good.",45234,358,184,Twitter for iPhone
2022-09-20 15:48:12+00:00,"@TMobileBusiness Had an issue, tweeted at support, got a fix in minutes. 10/10 experience. #T-Mobile",19285,788,301,Twitter for Android
2024-12-03 16:12:34+00:00,T-Mobile fixing problems I didn’t even know I had. #TMobile,53493,1057,233,Twitter for Android
2021-03-07 00:56:23+00:00,@TMobileHelp I used to ration data… now I stream in 4K on cellular like a menace.,3180,568,20,Twitter Web App
2023-12-18 18:25:15+00:00,"I livestreamed an entire concert on TMobile data, not a single lag spike.",47883,892,271,Twitter Web App
2019-06-19 10:47:55+00:00,"@TMobile T-Mobile in my city is unbeatable right now, others gotta catch up. #TMobile",53258,1137,264,Twitter for Android
2018-05-12 02:23:24+00:00,@TMobileBusiness I can make calls in places I didn't even know were *allowed* to have signal. #TMobile,41836,869,211,Twitter Web App
2018-11-14 03:46:20+00:00,@TMobileBusiness I just said 'wow' out loud at a speed test result. TMobile exceeding expectations. #T-Mobile,36940,1324,38,Twitter Web App
2023-09-13 18:17:58+00:00,"@TMobileHelp TMobile service in rural areas is actually insane, major props. #T-Mobile",17612,1947,72,Twitter for Android
2025-08-30 19:18:15+00:00,TMobile understood the assignment and did the extra credit. #TMobile,45285,999,170,Twitter Web App
2020-07-14 12:08:49+00:00,@TMobileHelp Nothing humbles you like trying to load Google Maps and getting dial-up flashbacks.,2804,250,314,Twitter Web App
2017-02-10 16:21:18+00:00,"Might call support later, might not. #T-Mobile",55998,2324,300,Twitter for iPhone
2020-10-09 09:57:12+00:00,"TMobile service in rural areas is actually insane, major props. #T-Mobile",11306,927,88,Twitter for iPhone
2019-11-20 00:22:11+00:00,@TMobile Switched my family plan and everyone noticed the difference instantly.,20151,259,130,Twitter for Android
2022-06-11 05:04:00+00:00,@TMobileHelp Not sure if it's congestion or emotional damage at this point. #T-Mobile,35508,2045,84,Twitter for iPhone
2025-07-15 13:01:18+00:00,@TMobile Shoutout to the T-Mobile tech who fixed my network in legit 3 minutes. Legend.,46265,672,110,Twitter for iPhone
2023-12-16 09:23:22+00:00,@TMobileBusiness 5G shouldn’t be this slow in 2025… what is happening TMobile? #T-Mobile,41467,335,199,Twitter for iPhone
2020-02-26 20:50:24+00:00,@TMobile Thinking about upgrading but still comparing plans.,18286,1216,92,Twitter for iPhone
2024-02-07 20:00:22+00:00,"I fear I'm becoming a TMobile evangelist because wow, this is GOOD good. #TMobile",22360,1095,243,Twitter Web App
2024-07-13 06:49:26+00:00,@TMobileHelp The future is 5G and T-Mobile brought it early.,13084,1023,245,Twitter for Android
